Date,Open,High,Low,Close,Adj Close,Volume
2017-02-03,3.53,3.53,3.5,3.5,3.1442229999999998,171269069
2017-02-06,3.53,3.57,3.52,3.54,3.180157,219677043
2017-02-07,3.54,3.58,3.53,3.55,3.18914,223356143
2017-02-08,3.53,3.66,3.53,3.63,3.261009,558488273
2017-02-09,3.65,3.73,3.64,3.72,3.34186,644881101
2017-02-10,3.74,3.77,3.73,3.74,3.3598269999999997,450166230
2017-02-13,3.76,3.81,3.74,3.8,3.413728,482496793
2017-02-14,3.8,3.84,3.79,3.82,3.4316949999999995,402113374
2017-02-15,3.85,4.0,3.84,3.97,3.566447,872451340
2017-02-16,4.08,4.08,3.98,4.03,3.6203480000000003,984038756
2017-02-17,4.01,4.03,3.93,3.95,3.54848,495936265
2017-02-20,3.95,4.03,3.93,4.01,3.602381,501348511
2017-02-21,4.0,4.02,3.94,3.95,3.54848,285856889
2017-02-22,4.0,4.02,3.97,4.02,3.611365,381805150
2017-02-23,4.01,4.05,3.98,4.04,3.629332,316542081
2017-02-24,4.03,4.04,3.97,3.97,3.566447,256536552
2017-02-27,3.95,3.99,3.9,3.93,3.530514,342533413
2017-02-28,3.94,3.99,3.91,3.93,3.530514,296615670
2017-03-01,3.94,3.95,3.89,3.9,3.5035629999999998,318476067
2017-03-02,3.99,3.99,3.85,3.86,3.467629,386037682
2017-03-03,3.84,3.85,3.77,3.79,3.4047440000000004,636524573
2017-03-06,3.8,3.84,3.78,3.81,3.422711,305661002
2017-03-07,3.83,3.86,3.8,3.82,3.4316949999999995,290045777
2017-03-08,3.83,3.87,3.79,3.83,3.4406779999999997,380497490
2017-03-09,3.8,3.83,3.76,3.78,3.3957610000000003,330718175
2017-03-10,3.82,3.82,3.76,3.78,3.3957610000000003,216131182
2017-03-13,3.82,3.91,3.8,3.9,3.5035629999999998,395820312
2017-03-14,3.91,3.96,3.91,3.93,3.530514,340837703
2017-03-15,3.89,3.91,3.86,3.89,3.494579,224763307
2017-03-16,3.97,4.0,3.92,4.0,3.5933980000000005,424721035
2017-03-17,4.02,4.02,3.95,3.97,3.566447,328467929
2017-03-20,3.96,3.99,3.93,3.97,3.566447,198933792
2017-03-21,3.97,4.05,3.97,3.99,3.5844139999999998,357288065
2017-03-22,3.93,3.94,3.89,3.93,3.530514,451739884
2017-03-23,3.94,3.95,3.9,3.94,3.5394970000000003,284068901
2017-03-24,3.95,3.96,3.91,3.92,3.5215300000000003,215974840
2017-03-27,3.89,3.91,3.87,3.87,3.4766120000000003,283254874
2017-03-28,3.9,3.93,3.89,3.91,3.512546,219425017
2017-03-29,3.95,3.98,3.93,3.93,3.530514,335497595
2017-03-30,3.96,3.96,3.87,3.9,3.5035629999999998,336051414
2017-03-31,3.89,3.9,3.85,3.86,3.467629,280655355
2017-04-03,3.81,3.83,3.76,3.8,3.413728,656389101
2017-04-05,3.79,3.81,3.7,3.77,3.3867769999999995,794219106
2017-04-06,3.74,3.76,3.72,3.74,3.3598269999999997,268328271
2017-04-07,3.73,3.74,3.66,3.73,3.3508430000000002,397503584
2017-04-10,3.73,3.76,3.71,3.73,3.3508430000000002,173707833
2017-04-11,3.71,3.73,3.66,3.69,3.3149089999999997,356605373
2017-04-12,3.66,3.72,3.64,3.71,3.332876,317079983
2017-04-13,3.68,3.75,3.68,3.71,3.332876,317032395
2017-04-18,3.7,3.71,3.65,3.65,3.278975,264201533
2017-04-19,3.64,3.66,3.61,3.63,3.261009,234468783
2017-04-20,3.63,3.66,3.61,3.65,3.278975,269196983
2017-04-21,3.67,3.69,3.65,3.68,3.3059260000000004,298336306
2017-04-24,3.7,3.72,3.66,3.7,3.323893,243594190
2017-04-25,3.72,3.79,3.71,3.77,3.3867769999999995,437912201
2017-04-26,3.8,3.81,3.78,3.79,3.4047440000000004,341452482
2017-04-27,3.79,3.81,3.74,3.78,3.3957610000000003,328680625
2017-04-28,3.77,3.8,3.76,3.77,3.3867769999999995,245521110
2017-05-02,3.8,3.8,3.74,3.75,3.36881,216891180
2017-05-04,3.74,3.76,3.7,3.72,3.34186,286571782
2017-05-05,3.7,3.71,3.65,3.68,3.3059260000000004,323862158
2017-05-08,3.69,3.71,3.66,3.7,3.323893,191336470
2017-05-09,3.72,3.75,3.67,3.74,3.3598269999999997,160988410
2017-05-10,3.74,3.83,3.74,3.79,3.4047440000000004,578647061
2017-05-11,3.81,3.83,3.78,3.78,3.3957610000000003,268363541
2017-05-12,3.77,3.83,3.77,3.8,3.413728,302046463
2017-05-15,3.81,3.91,3.81,3.89,3.494579,558768617
2017-05-16,3.92,3.94,3.87,3.91,3.512546,406814416
2017-05-17,3.92,3.93,3.89,3.9,3.5035629999999998,356792253
2017-05-18,3.86,3.88,3.84,3.86,3.467629,340364041
2017-05-19,3.85,3.88,3.84,3.85,3.4586449999999997,247535537
2017-05-22,3.87,3.89,3.83,3.88,3.4855959999999997,210425987
2017-05-23,3.86,3.89,3.83,3.86,3.467629,296885462
2017-05-24,3.84,3.87,3.82,3.86,3.467629,232570843
2017-05-25,3.86,3.91,3.86,3.88,3.4855959999999997,251195313
2017-05-26,3.89,3.91,3.88,3.89,3.494579,202819952
2017-05-29,3.9,3.92,3.88,3.9,3.5035629999999998,114079818
2017-05-31,3.89,3.95,3.89,3.9,3.5035629999999998,386531069
2017-06-01,3.9,3.94,3.88,3.93,3.530514,283157245
2017-06-02,3.95,3.97,3.93,3.96,3.557464,294518127
2017-06-05,3.95,3.99,3.89,3.92,3.5215300000000003,368040749
2017-06-06,3.9,3.94,3.89,3.92,3.5215300000000003,224339496
2017-06-07,3.91,3.93,3.87,3.89,3.494579,285729731
2017-06-08,3.88,3.91,3.87,3.89,3.494579,248787048
2017-06-09,3.86,3.88,3.82,3.88,3.4855959999999997,643193421
2017-06-12,3.86,3.87,3.81,3.82,3.4316949999999995,270705069
2017-06-13,3.82,3.85,3.81,3.83,3.4406779999999997,174650805
2017-06-14,3.84,3.85,3.81,3.83,3.4406779999999997,237502707
2017-06-15,3.81,3.82,3.77,3.78,3.3957610000000003,261973143
2017-06-16,3.78,3.82,3.78,3.81,3.422711,245536104
2017-06-19,3.82,3.85,3.81,3.84,3.4496620000000005,176533747
2017-06-20,3.86,3.87,3.81,3.82,3.4316949999999995,184572328
2017-06-21,3.8,3.82,3.76,3.79,3.4047440000000004,291874400
2017-06-22,3.79,3.85,3.78,3.8,3.413728,227424238
2017-06-23,3.82,3.85,3.81,3.81,3.422711,223469291
2017-06-26,3.82,3.85,3.81,3.85,3.4586449999999997,161233358
2017-06-27,3.86,3.86,3.82,3.83,3.4406779999999997,158937024
2017-06-28,3.81,3.84,3.8,3.82,3.4316949999999995,303792529
2017-06-29,3.84,3.86,3.83,3.84,3.4496620000000005,242847180
2017-06-30,3.81,3.84,3.8,3.83,3.4406779999999997,242134569
2017-07-03,3.81,3.89,3.81,3.87,3.4766120000000003,277269328
2017-07-04,3.88,3.91,3.84,3.85,3.4586449999999997,370333265
2017-07-05,3.85,3.9,3.82,3.88,3.4855959999999997,394445652
2017-07-06,3.7,3.71,3.65,3.68,3.478307,279426430
2017-07-07,3.65,3.66,3.6,3.61,3.412144,388113089
2017-07-10,3.63,3.64,3.57,3.59,3.39324,367879171
2017-07-11,3.61,3.69,3.61,3.66,3.459404,463202956
2017-07-12,3.7,3.79,3.69,3.75,3.5444709999999997,650267300
2017-07-13,3.8,3.83,3.8,3.8,3.59173,337809229
2017-07-14,3.82,3.82,3.75,3.8,3.59173,515380902
2017-07-17,3.83,3.84,3.78,3.79,3.582278,307714863
2017-07-18,3.79,3.8,3.74,3.76,3.553923,350001591
2017-07-19,3.76,3.79,3.74,3.77,3.563375,232839572
2017-07-20,3.79,3.79,3.75,3.76,3.553923,200970075
2017-07-21,3.78,3.78,3.74,3.76,3.553923,175317278
2017-07-24,3.77,3.79,3.74,3.76,3.553923,287803007
2017-07-25,3.75,3.78,3.75,3.76,3.553923,207224555
2017-07-26,3.8,3.84,3.77,3.82,3.6106339999999997,441370540
2017-07-27,3.83,3.84,3.81,3.83,3.620086,316236089
2017-07-28,3.8,3.81,3.77,3.79,3.582278,256669276
2017-07-31,3.81,3.86,3.8,3.85,3.63899,477864934
2017-08-01,3.84,3.93,3.84,3.92,3.7051529999999997,699465418
2017-08-02,3.94,3.99,3.92,3.95,3.7335089999999997,527522351
2017-08-03,3.93,3.97,3.92,3.95,3.7335089999999997,347326023
2017-08-04,3.96,3.99,3.95,3.95,3.7335089999999997,268773263
2017-08-07,3.98,4.01,3.97,4.0,3.7807690000000003,368713994
2017-08-08,4.0,4.0,3.96,4.0,3.7807690000000003,330526883
